"","WBid","gene_name","transcript_name","type","osc","Amplitude","Phase","delta"
"168","WBGene00007150","","B0365.1","Coding_transcript",TRUE,1.26957158615607,224.680743086482,"up"
"169","WBGene00007152","clec-225","B0365.5","Coding_transcript",TRUE,2.42906122929309,237.906449845369,"up"
"170","WBGene00007177","oac-1","B0399.2","Coding_transcript",TRUE,3.01407416709301,328.950923710254,"down"
"171","WBGene00007242","","C01G12.1","Coding_transcript",TRUE,0.630975030283043,239.451374437802,"down"
"172","WBGene00007246","nspb-10","C01G12.6","Coding_transcript",TRUE,1.06902728466003,70.1938167650903,"down"
"173","WBGene00007250","nspb-8","C01G12.10","Coding_transcript",TRUE,2.87565907518894,72.9153615749546,"down"
"174","WBGene00007251","nspb-9","C01G12.11","Coding_transcript",TRUE,2.31098989737431,60.0994107293897,"down"
"175","WBGene00007262","jud-4","C02D4.1","Coding_transcript",TRUE,3.40701123421512,40.9329090570479,"down"
"176","WBGene00007275","","C03D6.1","Coding_transcript",TRUE,0.818142097826798,192.609848051649,"up"
"177","WBGene00007324","","C05B5.8","Coding_transcript",TRUE,1.18396824504995,17.2606960959976,"down"
"178","WBGene00007339","","C05D12.1","Coding_transcript",TRUE,1.02024118493126,291.107515909199,"down"
"179","WBGene00007343","","C05E7.1","Coding_transcript",TRUE,2.41045288396953,346.440139201593,"down"
"180","WBGene00007344","","C05E7.2","Coding_transcript",TRUE,3.62170493085027,47.4317807682829,"down"
"181","WBGene00007368","","C06B8.2","Coding_transcript",TRUE,0.915558181993435,352.653775003176,"up"
"182","WBGene00007395","","C06H5.7","Coding_transcript",TRUE,0.676908168278944,35.5991684472716,"down"
"183","WBGene00007397","","C07A4.2","Coding_transcript",TRUE,2.24341342597349,337.126688308206,"down"
"184","WBGene00007414","","C07E3.3","Coding_transcript",TRUE,0.733498181920721,17.1545597318151,"up"
"185","WBGene00007419","","C07E3.9","Coding_transcript",FALSE,NA,NA,"up"
"186","WBGene00007430","","C08B6.10","Coding_transcript",TRUE,1.03650740462415,93.5791285481216,"up"
"187","WBGene00007479","","C09F9.2","Coding_transcript",TRUE,2.899164950885,204.646698955918,"up"
"188","WBGene00007509","","C10C5.5","Coding_transcript",FALSE,NA,NA,"up"
"189","WBGene00007516","","C11E4.1","Coding_transcript",TRUE,1.94188017114676,93.398857953196,"down"
"190","WBGene00007530","","C11H1.5","Coding_transcript",TRUE,3.17441594508477,255.510695329348,"up"
"191","WBGene00007598","","C15A11.4","Coding_transcript",TRUE,1.00580256163973,3.91549266643103,"down"
"192","WBGene00007633","","C16D2.1","Coding_transcript",FALSE,NA,NA,"down"
"193","WBGene00007707","","C25A1.5","Coding_transcript",TRUE,0.62135342998133,314.066592729339,"down"
"194","WBGene00007754","","C27A7.2","Coding_transcript",TRUE,2.4152560072528,277.038132495465,"down"
"195","WBGene00007804","","C29F3.3","Coding_transcript",TRUE,3.32365622157414,89.2143002287239,"down"
"196","WBGene00007806","clec-230","C29F3.5","Coding_transcript",TRUE,3.18328551301394,359.017841241821,"down"
"197","WBGene00007807","","C29F3.7","Coding_transcript",TRUE,0.99139691140606,102.404300279835,"down"
"198","WBGene00007812","","C29F7.3","Coding_transcript",FALSE,NA,NA,"down"
"199","WBGene00007817","","C30F2.3","Coding_transcript",TRUE,3.28284871238399,115.445873703808,"down"
"200","WBGene00007836","","C31C9.2","Coding_transcript",TRUE,1.64633892896774,320.515445459205,"down"
"201","WBGene00007890","","C33A12.19","Coding_transcript",TRUE,1.8868864502293,123.461059015437,"up"
"202","WBGene00007894","","C33D3.3","Coding_transcript",TRUE,1.48408486893549,202.633166919053,"up"
"203","WBGene00007925","","C34C12.6","Coding_transcript",TRUE,1.92343736196236,238.267469062857,"up"
"204","WBGene00007947","","C35A5.3","Coding_transcript",FALSE,NA,NA,"down"
"205","WBGene00007988","","C37A5.1","Coding_transcript",FALSE,NA,NA,"up"
"206","WBGene00007996","","C38C6.3","Coding_transcript",TRUE,3.37994493888549,304.241541077078,"down"
"207","WBGene00008076","lgc-43","C43F9.9","Coding_transcript",TRUE,0.569891747142585,16.277123083289,"down"
"208","WBGene00008078","","C44B9.1","Coding_transcript",FALSE,NA,NA,"up"
"209","WBGene00008084","","C44C10.3","Coding_transcript",TRUE,1.56490276180118,157.451621262277,"up"
"210","WBGene00008146","","C47E8.9","Coding_transcript",TRUE,1.04390061534304,341.965883121818,"up"
"211","WBGene00008150","","C47E12.6","Coding_transcript",TRUE,3.65072708730914,329.081052121969,"down"
"212","WBGene00008176","","C48B4.13","Coding_transcript",TRUE,2.20121589086103,23.1445390901182,"down"
"213","WBGene00008205","sams-1","C49F5.1","Coding_transcript",TRUE,0.735832908994315,227.863177242101,"up"
"214","WBGene00008211","","C49F5.7","Coding_transcript",TRUE,2.6690874229985,137.979652011827,"up"
"215","WBGene00008215","","C49F8.3","Coding_transcript",TRUE,1.7368119185465,345.603203777635,"down"
"216","WBGene00008245","fipr-10","C50H2.12","Coding_transcript",TRUE,2.48912242412358,107.225002813988,"down"
"217","WBGene00008252","","C51E3.6","Coding_transcript",FALSE,NA,NA,"up"
"218","WBGene00008260","","C52G5.2","Coding_transcript",TRUE,1.72215207452231,311.342374098774,"down"
"219","WBGene00008284","","C53D6.7","Coding_transcript",TRUE,1.91002574576585,93.3240874218325,"down"
"220","WBGene00008290","","C54C8.2","Coding_transcript",TRUE,3.0922076646621,316.516628014386,"down"
"221","WBGene00008296","cdr-2","C54D10.1","Coding_transcript",TRUE,1.13085801270639,69.0858310280188,"up"
"222","WBGene00008331","ttll-5","C55A6.2","Coding_transcript",FALSE,NA,NA,"up"
"223","WBGene00008425","","D2045.8","Coding_transcript",TRUE,0.870125109197503,319.145978539056,"up"
"224","WBGene00008496","","F01D5.6","Coding_transcript",TRUE,2.89436906391581,304.81677578477,"down"
"225","WBGene00008511","","F01G10.9","Coding_transcript",TRUE,2.56853550559407,233.944863360243,"up"
"226","WBGene00008519","cyp-13B1","F02C12.5","Coding_transcript",TRUE,1.57174911043285,193.108359396362,"up"
"227","WBGene00008521","","F02D8.4","Coding_transcript",TRUE,2.22945428898225,87.0120700802389,"down"
"228","WBGene00008546","","F07A11.2","Coding_transcript",TRUE,0.628684995436202,232.776982113493,"up"
"229","WBGene00008577","","F08G2.5","Coding_transcript",TRUE,0.561258572244924,189.333334219993,"down"
"230","WBGene00008655","lips-3","F10F2.3","Coding_transcript",TRUE,3.96826565533072,340.731969602654,"down"
"231","WBGene00008732","","F13B12.4","Coding_transcript",TRUE,2.65675768298815,351.976446912835,"down"
"232","WBGene00008739","","F13D12.3","Coding_transcript",TRUE,1.24476860039215,131.721432423532,"down"
"233","WBGene00008743","","F13D12.9","Coding_transcript",TRUE,2.65684168769953,233.816335227391,"up"
"234","WBGene00008762","ztf-2","F13G3.1","Coding_transcript",TRUE,2.26143409755684,176.086111948134,"up"
"235","WBGene00008851","","F15B9.8","Coding_transcript",TRUE,3.50299122942459,305.940884264847,"down"
"236","WBGene00008858","","F15D3.8","Coding_transcript",TRUE,1.48373362678609,207.114436757788,"up"
"237","WBGene00008922","","F17C11.11","Coding_transcript",TRUE,1.4541377425342,97.9061078919581,"up"
"238","WBGene00008929","","F18A11.2","Coding_transcript",TRUE,1.49137686187273,282.90589759186,"up"
"239","WBGene00008944","","F19B2.5","Coding_transcript",TRUE,0.686851519328079,87.2255396700372,"down"
"240","WBGene00008964","mltn-9","F19H8.4","Coding_transcript",TRUE,3.35163416542804,239.040988171124,"up"
"241","WBGene00008987","","F20G2.3","Coding_transcript",TRUE,2.20661234260942,250.449104468397,"up"
"242","WBGene00009133","bed-3","F25H8.6","Coding_transcript",TRUE,2.16833870520732,313.959859494942,"down"
"243","WBGene00009157","","F26E4.2","Coding_transcript",TRUE,0.518431849221121,181.792806474841,"up"
"244","WBGene00009205","","F28C6.5","Coding_transcript",TRUE,2.17581808613173,303.930402942255,"down"
"245","WBGene00009218","acs-20","F28D1.9","Coding_transcript",TRUE,2.46093259502541,312.065328743675,"down"
"246","WBGene00009226","cyp-37B1","F28G4.1","Coding_transcript",TRUE,1.30418558763585,18.0729137427404,"up"
"247","WBGene00009241","","F28H7.8","Coding_transcript",TRUE,1.8792710795237,61.288764681518,"down"
"248","WBGene00009306","","F32A7.5","Coding_transcript",FALSE,NA,NA,"up"
"249","WBGene00009328","","F32D8.3","Coding_transcript",TRUE,2.22301477873132,319.309423190885,"down"
"250","WBGene00009331","","F32D8.7","Coding_transcript",TRUE,1.91152062243708,356.527867866704,"down"
"251","WBGene00009355","","F33A8.7","Coding_transcript",TRUE,3.17558684696714,332.230247215753,"down"
"252","WBGene00009356","","F33A8.10","Coding_transcript",TRUE,2.76613706797539,340.989119069579,"down"
"253","WBGene00009371","","F33H2.8","Coding_transcript",TRUE,2.26990655923316,231.965378410055,"up"
"254","WBGene00009398","nspb-11","F35C5.10","Coding_transcript",TRUE,3.59201708228326,74.5642813044627,"down"
"255","WBGene00009431","dct-17","F35E12.7","Coding_transcript",FALSE,NA,NA,"down"
"256","WBGene00009488","oac-20","F36G9.12","Coding_transcript",TRUE,1.38723433019243,112.62034774345,"down"
"257","WBGene00009528","","F38A6.4","Coding_transcript",TRUE,1.62365564070509,344.434238498625,"down"
"258","WBGene00009561","","F39D8.3","Coding_transcript",TRUE,2.87197927828281,343.421836439892,"down"
"259","WBGene00009620","fip-5","F41E7.4","Coding_transcript",TRUE,1.32531902906746,122.312266962936,"down"
"260","WBGene00009706","","F44G3.2","Coding_transcript",TRUE,0.61682404842931,107.966488325455,"down"
"261","WBGene00009723","","F45D3.3","Coding_transcript",TRUE,0.611721095761901,219.507411050095,"up"
"262","WBGene00009724","","F45D3.4","Coding_transcript",FALSE,NA,NA,"up"
"263","WBGene00009791","","F46F3.3","Coding_transcript",TRUE,2.08956741066762,292.608103707512,"down"
"264","WBGene00009806","","F47B8.5","Coding_transcript",TRUE,2.54675083365692,308.988599669487,"down"
"265","WBGene00009807","pepm-1","F47B8.6","Coding_transcript",TRUE,1.00759471607702,112.490131492226,"down"
"266","WBGene00009809","","F47B8.8","Coding_transcript",TRUE,0.816874551494638,79.1410661240328,"down"
"267","WBGene00009835","","F47H4.2","Coding_transcript",TRUE,0.791339900970416,311.768425408663,"up"
"268","WBGene00009899","","F49E12.6","Coding_transcript",TRUE,1.03638695556432,306.393635806225,"up"
"269","WBGene00009903","","F49E12.10","Coding_transcript",TRUE,1.20634385139039,32.0279123783801,"up"
"270","WBGene00009904","","F49E12.12","Coding_transcript",TRUE,2.96334245030284,341.008940574192,"down"
"271","WBGene00009926","noah-2","F52B11.3","Coding_transcript",TRUE,3.31283165724887,225.929569432255,"up"
"272","WBGene00009947","","F52H3.5","Coding_transcript",TRUE,0.648439879238603,130.15861453462,"up"
"273","WBGene00009963","fipr-26","F53B6.8","Coding_transcript",TRUE,1.21647830086908,101.765857609846,"down"
"274","WBGene00009978","","F53E4.1","Coding_transcript",TRUE,2.22263663988332,60.6912333984849,"down"
"275","WBGene00009997","","F53F4.15","Coding_transcript",TRUE,1.49401428466496,287.680483074425,"down"
"276","WBGene00010033","","F54B11.10","Coding_transcript",TRUE,2.01278532268066,215.353974292313,"up"
"277","WBGene00010040","","F54C8.7","Coding_transcript",TRUE,0.64454878884589,293.546769781845,"up"
"278","WBGene00010045","","F54C9.11","Coding_transcript",TRUE,0.646888072998883,328.262858803895,"down"
"279","WBGene00010092","","F55C5.2","Coding_transcript",FALSE,NA,NA,"up"
"280","WBGene00010163","","F56H6.2","Coding_transcript",FALSE,NA,NA,"up"
"281","WBGene00010183","fipr-13","F57A8.8","Coding_transcript",TRUE,0.874403488564503,99.627066119491,"down"
"282","WBGene00010267","lips-9","F58G1.5","Coding_transcript",TRUE,3.79791375903621,322.955890794212,"down"
"283","WBGene00010289","","F58H1.6","Coding_transcript",TRUE,1.88057843332505,1.6406198451332,"down"
"284","WBGene00010291","","F58H10.1","Coding_transcript",TRUE,2.23576867208789,274.110584801393,"down"
"285","WBGene00010355","clec-229","H02K04.1","Coding_transcript",TRUE,1.89120981813293,359.340218929839,"down"
"286","WBGene00010368","","H06A10.1","Coding_transcript",TRUE,2.66046899303007,104.436085320372,"down"
"287","WBGene00010370","ctg-1","H06O01.3","Coding_transcript",TRUE,1.53187091498922,186.947979042037,"up"
"288","WBGene00010396","","H13N06.2","Coding_transcript",TRUE,1.38770722657402,322.268408979213,"up"
"289","WBGene00010403","otpl-8","H19J13.1","Coding_transcript",FALSE,NA,NA,"down"
"290","WBGene00010453","fozi-1","K01B6.1","Coding_transcript",FALSE,NA,NA,"up"
"291","WBGene00010468","","K01D12.9","Coding_transcript",TRUE,4.24933019907038,11.4718113777802,"down"
"292","WBGene00010470","cdr-4","K01D12.11","Coding_transcript",TRUE,1.070574785219,116.977007215211,"up"
"293","WBGene00010491","","K02B7.3","Coding_transcript",TRUE,1.14651010145091,2.04716733351703,"down"
"294","WBGene00010505","","K02D3.2","Coding_transcript",TRUE,1.9310687572138,327.444469827915,"down"
"295","WBGene00010509","","K02E2.8","Coding_transcript",TRUE,3.46947759966762,5.3277805646999,"down"
"296","WBGene00010558","","K04D7.4","Coding_transcript",FALSE,NA,NA,"up"
"297","WBGene00010595","haao-1","K06A4.5","Coding_transcript",TRUE,1.35931846376531,161.568157094786,"down"
"298","WBGene00010606","cyp-13B2","K06G5.2","Coding_transcript",FALSE,NA,NA,"up"
"299","WBGene00010621","","K07A12.2","Coding_transcript",TRUE,1.63597186509043,235.103857343949,"up"
"300","WBGene00010652","","K08C9.5","Coding_transcript",TRUE,1.5558475571906,220.595995417147,"up"
"301","WBGene00010705","cyp-14A1","K09A11.2","Coding_transcript",TRUE,1.00087469496114,152.985469251047,"up"
"302","WBGene00010714","","K09B11.10","Coding_transcript",TRUE,3.56415824309695,316.76324491011,"down"
"303","WBGene00010717","","K09C8.7","Coding_transcript",TRUE,2.58962249479869,37.7056986791469,"down"
"304","WBGene00010755","vglu-2","K10G9.1","Coding_transcript",TRUE,1.09869756468761,358.429035864311,"down"
"305","WBGene00010759","","K10H10.2","Coding_transcript",TRUE,1.43020937240511,197.484001075421,"up"
"306","WBGene00010760","","K10H10.4","Coding_transcript",TRUE,3.79244348338023,76.773048204131,"down"
"307","WBGene00010761","","K10H10.5","Coding_transcript",TRUE,1.56748388238781,104.55132222202,"down"
"308","WBGene00010790","sodh-1","K12G11.3","Coding_transcript",TRUE,1.26389179998244,197.671390404954,"up"
"309","WBGene00010801","","M01B2.8","Coding_transcript",TRUE,1.60750180957402,348.155386502589,"down"
"310","WBGene00010834","","M03B6.2","Coding_transcript",TRUE,0.638160172553176,176.021653896147,"up"
"311","WBGene00010867","tag-260","M04G12.1","Coding_transcript",TRUE,0.863556013272291,97.6689146269385,"down"
"312","WBGene00010945","","M176.8","Coding_transcript",FALSE,NA,NA,"down"
"313","WBGene00011042","","R05H10.1","Coding_transcript",TRUE,2.47533401086553,142.355949838085,"up"
"314","WBGene00011056","","R06B9.5","Coding_transcript",FALSE,NA,NA,"up"
"315","WBGene00011095","gana-1","R07B7.11","Coding_transcript",TRUE,0.949154886173876,146.002267022929,"up"
"316","WBGene00011097","nhr-206","R07B7.13","Coding_transcript",FALSE,NA,NA,"up"
"317","WBGene00011185","","R10D12.1","Coding_transcript",TRUE,1.92499150738987,22.7349537860397,"down"
"318","WBGene00011199","tag-310","R10E4.2","Coding_transcript",FALSE,NA,NA,"up"
"319","WBGene00011227","","R11.2","Coding_transcript",TRUE,1.78661162430651,49.8046345688723,"down"
"320","WBGene00011235","","R11A5.7","Coding_transcript",TRUE,3.07794746310578,358.400116845781,"down"
"321","WBGene00011278","","R74.2","Coding_transcript",TRUE,3.98078578403838,342.840329592627,"down"
"322","WBGene00011362","","T02B5.1","Coding_transcript",TRUE,0.935448457178052,357.007964718674,"down"
"323","WBGene00011364","","T02B5.3","Coding_transcript",TRUE,1.26720112489941,328.703609109169,"up"
"324","WBGene00011393","","T03D8.6","Coding_transcript",TRUE,1.44737955874353,291.265625395235,"down"
"325","WBGene00011401","","T03F6.6","Coding_transcript",TRUE,0.503447513563667,36.8705227256327,"down"
"326","WBGene00011446","","T04F8.8","Coding_transcript",TRUE,2.72833428281175,137.287852293719,"down"
"327","WBGene00011530","","T06D8.10","Coding_transcript",TRUE,3.61406518405205,335.696888897692,"down"
"328","WBGene00011561","ttr-15","T07C4.5","Coding_transcript",TRUE,2.93275504513631,126.512967438903,"down"
"329","WBGene00011583","","T07D10.3","Coding_transcript",TRUE,0.671413101061297,264.536031785542,"up"
"330","WBGene00011642","","T09B9.1","Coding_transcript",TRUE,2.28790382484434,72.6308241935944,"down"
"331","WBGene00011673","cyp-13A6","T10B9.3","Coding_transcript",TRUE,0.541792646455733,128.255393538748,"up"
"332","WBGene00011674","cyp-13A8","T10B9.4","Coding_transcript",FALSE,NA,NA,"up"
"333","WBGene00011676","cyp-13A2","T10B9.7","Coding_transcript",TRUE,1.73551493481487,177.533561771294,"up"
"334","WBGene00011698","cyp-34A1","T10H4.10","Coding_transcript",TRUE,2.0898373974165,82.2392923577689,"down"
"335","WBGene00011713","","T11F9.12","Coding_transcript",FALSE,NA,NA,"up"
"336","WBGene00011718","","T11G6.3","Coding_transcript",FALSE,NA,NA,"down"
"337","WBGene00011833","","T19B10.5","Coding_transcript",TRUE,1.52943916264905,294.636361845235,"down"
"338","WBGene00011836","","T19B10.9","Coding_transcript",TRUE,1.33993875559236,289.948846712234,"up"
"339","WBGene00011895","","T21C9.9","Coding_transcript",TRUE,3.3339518668438,53.4180842722847,"down"
"340","WBGene00012046","","T26E4.4","Coding_transcript",TRUE,2.16131487671158,221.919405813979,"up"
"341","WBGene00012085","","T27D12.1","Coding_transcript",TRUE,1.45598445264292,144.366057926978,"up"
"342","WBGene00012117","","T28B11.1","Coding_transcript",FALSE,NA,NA,"up"
"343","WBGene00012144","","T28H10.3","Coding_transcript",TRUE,1.54010834862074,32.1374843714041,"up"
"344","WBGene00012168","","W01A8.6","Coding_transcript",TRUE,2.95886538957389,33.1673483216354,"down"
"345","WBGene00012186","mlt-11","W01F3.3","Coding_transcript",TRUE,3.59965324667779,231.591545187519,"up"
"346","WBGene00012222","","W03C9.6","Coding_transcript",TRUE,1.20065686533625,293.170846467795,"down"
"347","WBGene00012239","","W04A8.4","Coding_transcript",FALSE,NA,NA,"up"
"348","WBGene00012293","","W06A7.4","Coding_transcript",TRUE,0.544847001762266,76.6230102180307,"down"
"349","WBGene00012364","","W09D12.1","Coding_transcript",TRUE,1.29781711802577,174.364949174705,"up"
"350","WBGene00012429","","Y11D7A.5","Coding_transcript",TRUE,3.04603282333,291.546683640896,"down"
"351","WBGene00012535","","Y37A1A.2","Coding_transcript",TRUE,1.37377310733085,50.5046537553585,"down"
"352","WBGene00012540","","Y37A1B.7","Coding_transcript",TRUE,3.45909085988422,260.583052363965,"up"
"353","WBGene00012545","","Y37D8A.3","Coding_transcript",TRUE,2.69242211747589,202.709671591893,"up"
"354","WBGene00012595","","Y38E10A.17","Coding_transcript",TRUE,0.568800124843073,104.366413909779,"up"
"355","WBGene00012597","nhr-235","Y38E10A.19","Coding_transcript",TRUE,1.22282588147484,112.482413651918,"down"
"356","WBGene00012603","nspe-6","Y38E10A.25","Coding_transcript",FALSE,NA,NA,"up"
"357","WBGene00012607","","Y38F1A.4","Coding_transcript",FALSE,NA,NA,"down"
"358","WBGene00012635","","Y38H8A.1","Coding_transcript",TRUE,3.20275058254212,236.880956740825,"up"
"359","WBGene00012646","","Y39A1A.7","Coding_transcript",TRUE,0.692158352698407,9.11619502876156,"down"
"360","WBGene00012648","","Y39A1A.9","Coding_transcript",TRUE,1.5566817041786,176.201267265657,"up"
"361","WBGene00012777","lact-8","Y42A5A.2","Coding_transcript",TRUE,2.51290809582927,356.920653146848,"down"
"362","WBGene00012791","","Y43D4A.5","Coding_transcript",TRUE,1.56128253352654,257.600358870211,"up"
"363","WBGene00012939","","Y47D3B.1","Coding_transcript",TRUE,1.71047376926034,263.179281661228,"up"
"364","WBGene00012941","","Y47D3B.4","Coding_transcript",TRUE,1.63388411336311,188.587106194621,"up"
"365","WBGene00013037","","Y49E10.18","Coding_transcript",TRUE,0.829884976860796,212.343840319569,"down"
"366","WBGene00013083","","Y51A2D.18","Coding_transcript",TRUE,0.588392426560054,180.851415660018,"down"
"367","WBGene00013127","","Y52B11A.8","Coding_transcript",TRUE,1.85147048415091,124.478348584747,"down"
"368","WBGene00013130","","Y52B11B.1","Coding_transcript",TRUE,2.91662597302509,331.00099408364,"down"
"369","WBGene00013146","","Y53C12B.7","Coding_transcript",TRUE,1.58049595030088,148.367584895097,"up"
"370","WBGene00013352","lon-8","Y59A8B.20","Coding_transcript",TRUE,1.93684755125698,326.66962085333,"down"
"371","WBGene00013385","","Y62E10A.19","Coding_transcript",TRUE,2.50179560103831,337.562746085015,"down"
"372","WBGene00013439","","Y66D12A.13","Coding_transcript",TRUE,1.0340457264955,334.728693769517,"up"
"373","WBGene00013450","oac-56","Y67A10A.1","Coding_transcript",FALSE,NA,NA,"down"
"374","WBGene00013457","paqr-3","Y67A10A.8","Coding_transcript",TRUE,2.52803726690291,295.926741718467,"down"
"375","WBGene00013481","","Y69H2.3","c(""Coding_transcript"", ""Non_coding_transcript"")",TRUE,1.29694206439661,108.873884038918,"down"
"376","WBGene00013496","","Y70D2A.1","Coding_transcript",TRUE,2.00657859631519,38.0352139100546,"down"
"377","WBGene00013540","","Y75B8A.3","Coding_transcript",TRUE,2.41580403005441,104.582758317848,"down"
"378","WBGene00013573","","Y75B12B.11","Coding_transcript",TRUE,1.28871038654387,341.600845190123,"down"
"379","WBGene00013647","","Y105C5B.5","Coding_transcript",TRUE,0.506665159219549,119.438302197698,"down"
"380","WBGene00013673","","Y105E8A.13","Coding_transcript",TRUE,2.55918254459162,239.847964498753,"up"
"381","WBGene00013737","tpst-1","Y111B2A.15","Coding_transcript",TRUE,0.782965756616277,284.485876711812,"down"
"382","WBGene00013753","","Y113G7A.16","Coding_transcript",TRUE,0.581977172197873,87.3554383055821,"down"
"383","WBGene00013835","mlt-4","ZC15.7","Coding_transcript",TRUE,1.45888483491953,246.648879172272,"down"
"384","WBGene00013891","","ZC434.3","Coding_transcript",TRUE,3.60960109550178,287.776329587043,"down"
"385","WBGene00013896","","ZC443.1","Coding_transcript",TRUE,0.880715248730408,95.4961372124004,"down"
"386","WBGene00013898","","ZC443.3","Coding_transcript",FALSE,NA,NA,"up"
"387","WBGene00013923","ghi-1","ZK20.1","Coding_transcript",TRUE,0.60854757947717,57.7097345234077,"down"
"388","WBGene00014009","lips-6","ZK617.2","Coding_transcript",TRUE,3.99231741400898,0.604573255199112,"down"
"389","WBGene00014092","","ZK822.5","Coding_transcript",TRUE,0.91020947209208,123.957596556239,"up"
"390","WBGene00014148","","ZK909.3","Coding_transcript",TRUE,1.53226013728808,32.5537027208275,"down"
"391","WBGene00014164","lact-2","ZK945.1","Coding_transcript",TRUE,0.983587098736365,32.2557186604559,"down"
"392","WBGene00014184","","ZK1025.4","Coding_transcript",TRUE,2.26664432194502,283.750510251988,"up"
"393","WBGene00014254","cyp-13A10","ZK1320.4","Coding_transcript",TRUE,2.06201785587454,200.25964169602,"up"
"394","WBGene00014697","cyp-25A3","C36A4.3","Coding_transcript",TRUE,0.827462822185532,192.429639638472,"up"
"395","WBGene00015044","cyp-34A9","B0213.15","Coding_transcript",TRUE,0.897430677165077,306.375219179194,"up"
"396","WBGene00015057","","B0222.9","Coding_transcript",FALSE,NA,NA,"up"
"397","WBGene00015169","","B0403.5","Coding_transcript",TRUE,3.16885927419105,30.3493996365465,"down"
"398","WBGene00015196","","B0454.5","Coding_transcript",TRUE,2.63090673110782,173.660550233026,"up"
"399","WBGene00015268","","BE0003N10.3","Coding_transcript",TRUE,2.10505451778606,205.522906647343,"up"
"400","WBGene00015278","","C01B10.3","Coding_transcript",FALSE,NA,NA,"up"
"401","WBGene00015298","","C01F1.3","Coding_transcript",TRUE,2.34302195272944,223.761334027677,"up"
"402","WBGene00015300","","C01F1.5","Coding_transcript",TRUE,3.32944676898525,261.29944454399,"up"
"403","WBGene00015400","cyp-35A2","C03G6.15","Coding_transcript",TRUE,1.4524640181146,297.37914829526,"up"
"404","WBGene00015474","","C05D9.7","Coding_transcript",FALSE,NA,NA,"up"
"405","WBGene00015519","","C06E1.3","Coding_transcript",TRUE,1.59561019930286,66.696660260071,"down"
"406","WBGene00015523","ztf-30","C06E1.8","Coding_transcript",TRUE,2.21912189914708,196.924719071792,"up"
"407","WBGene00015540","sams-4","C06E7.3","Coding_transcript",TRUE,0.50576658549965,329.006948765749,"down"
"408","WBGene00015541","","C06E7.4","Coding_transcript",TRUE,2.04169280646417,327.87476379154,"down"
"409","WBGene00015544","","C06E8.5","Coding_transcript",TRUE,3.57486160946893,68.3734879102893,"down"
"410","WBGene00015645","lips-7","C09E8.2","Coding_transcript",TRUE,2.76062401400181,338.357275306865,"down"
"411","WBGene00015646","mlt-10","C09E8.3","Coding_transcript",TRUE,3.54511561515355,301.661106440027,"down"
"412","WBGene00015647","","C09F5.1","Coding_transcript",FALSE,NA,NA,"up"
"413","WBGene00015660","catp-3","C09H5.2","Coding_transcript",TRUE,2.49159711162953,72.1034911043486,"down"
"414","WBGene00015693","ugt-28","C10H11.4","Coding_transcript",TRUE,0.69336252579644,74.2146543201174,"up"
"415","WBGene00015795","","C15F1.2","Coding_transcript",TRUE,3.0220093899987,225.147080590162,"up"
"416","WBGene00015841","","C16C8.2","Coding_transcript",TRUE,2.94945422528182,329.649680648564,"down"
"417","WBGene00015894","acdh-2","C17C3.12","Coding_transcript",TRUE,2.13167817494487,131.116710081188,"down"
"418","WBGene00016046","","C24B5.4","Coding_transcript",TRUE,0.759674731139559,271.035576812004,"up"
"419","WBGene00016094","","C25E10.4","Coding_transcript",TRUE,1.15218613574263,220.119584844679,"up"
"420","WBGene00016133","","C26B9.3","Coding_transcript",TRUE,2.53159180516476,290.133356526319,"up"
"421","WBGene00016136","","C26B9.7","Coding_transcript",TRUE,2.24477046987196,270.095748480753,"down"
"422","WBGene00016164","","C27D9.2","Coding_transcript",TRUE,2.762024928196,14.7465900034621,"up"
"423","WBGene00016217","","C29F9.2","Coding_transcript",TRUE,1.66264349647055,334.441098472875,"up"
"424","WBGene00016319","","C32D5.12","Coding_transcript",TRUE,2.15223405660196,247.812440235661,"up"
"425","WBGene00016329","osr-1","C32E12.3","Coding_transcript",TRUE,3.08057954312809,269.259558336864,"down"
"426","WBGene00016364","nhr-161","C33G8.7","Coding_transcript",TRUE,0.61109234310981,163.30870461902,"up"
"427","WBGene00016422","noah-1","C34G6.6","Coding_transcript",TRUE,3.42111421380138,226.719653258118,"up"
"428","WBGene00016468","","C36B7.5","Coding_transcript",TRUE,2.58683867032254,25.3034035978617,"down"
"429","WBGene00016505","ttr-33","C37C3.13","Coding_transcript",TRUE,1.9067536919467,81.0565736783985,"down"
"430","WBGene00016535","","C39D10.8","Coding_transcript",TRUE,1.60197982749411,125.22198783517,"up"
"431","WBGene00016641","","C44C1.1","Coding_transcript",TRUE,0.764450367236534,205.689655996719,"up"
"432","WBGene00016659","","C45B2.2","Coding_transcript",TRUE,2.27111910485027,146.065994397948,"down"
"433","WBGene00016664","","C45E5.1","Coding_transcript",TRUE,0.79768590136598,217.749336892508,"up"
"434","WBGene00016763","","C49A9.9","Coding_transcript",TRUE,0.623977424092489,116.358074948598,"down"
"435","WBGene00016805","","C50D2.1","Coding_transcript",TRUE,3.1741783477412,309.621310916192,"down"
"436","WBGene00016875","","C52D10.1","Coding_transcript",TRUE,1.52529165149426,248.508933947476,"up"
"437","WBGene00016877","","C52D10.3","Coding_transcript",TRUE,1.46094938827479,249.199920257226,"up"
