"Position","Frame","Mean (Statistic Features)","BGsub"
1,1,487.0076376411057,27.109688422355703
1,2,477.41449098538624,19.359803485386237
1,3,494.545841217041,14.522953033447266
1,4,482.9834781475921,28.71614416321711
1,5,482.14975725346017,21.884620534710166
1,6,500.1944856361525,16.369137735761853
1,7,477.50440607216154,22.016918279192794
1,8,485.4664305034437,13.805267173365564
1,9,509.1214690277542,15.729836947676063
1,10,482.3633381185496,17.412013655658996
1,11,489.584678141276,14.802329508463515
1,12,498.8999560320819,11.638572975441264
1,13,502.11932109964306,17.847195855502434
1,14,473.4533966586121,15.896847586346496
1,15,475.4095451159355,17.15701215695111
1,16,486.53716166635576,14.831869918308882
1,17,477.4056621226229,16.385093274966664
1,18,501.41265700535223,18.35674880222723
1,19,481.5110549926758,18.35852813720703
1,20,485.1807278281764,14.390200484426373
1,21,484.7278111775716,18.363370259602846
1,22,481.67460940011733,13.167407251679833
1,23,484.46697647094726,16.481777496337884
1,25,485.12495679533885,15.190722176198221
1,26,480.2397374290514,23.765799440770138
1,27,485.35538799006764,15.30393535334889
1,28,479.4884205133143,12.908861187142406
1,29,486.93532434171135,18.957510621008225
1,30,483.51447336297286,14.56882516961349
1,31,480.411306640625,24.761587402343764
1,33,488.87299165271577,10.995824904668893
1,34,481.4400654551088,28.312593531280697
1,36,479.27783203125,17.0977783203125
1,37,491.84714283662686,7.225316664751858
1,38,504.0326639811198,11.034464518229186
1,39,475.59789049872035,19.607228877626596
1,40,491.6391596586808,18.18392894579017
1,41,483.4185694952615,25.228200842917772
1,42,482.29482999552494,24.23596158732181
1,43,476.6443459152875,22.086301481693738
1,44,478.7114246509693,22.956084074797445
1,45,482.5901939951775,24.781050928771265
1,46,482.0432198476974,25.01789025785365
1,47,482.4948261159573,25.9488971608792
1,48,483.38970481298304,25.274867166498666
1,49,478.89941105273886,24.907284587895106
1,50,481.8129544387995,25.502468598955772
1,51,487.51118208125314,29.70081831172189
1,52,480.78380988279366,23.133877021465537
1,53,476.60684761706693,21.222234579957558
1,54,480.30591317402946,23.90500375020133
1,55,478.10797045008854,23.505309317276044
1,56,477.5056156083649,21.69339026656803
1,57,476.2735554555829,21.304958043473505
1,58,478.6520044338295,24.837398720938893
1,59,480.42980902750975,25.867125922040998
1,60,480.7771225845859,25.379478541617175
1,61,467.51655115198207,16.10615076135707
1,62,478.4014927401088,24.260226870968154
1,63,474.5742396763393,19.857473318917414
1,65,476.86622436523436,26.423383789062484
1,66,476.0896953608366,17.905704882320947
1,68,473.98479320384837,20.14690257884837
1,69,470.37757448290216,15.175487080558412
1,70,474.8344255757128,21.305830605009703
1,71,479.720466026893,13.289100060096132
1,73,479.23450425091914,11.895759133731644
1,77,480.5484101051508,9.745279001635197
1,79,478.8723856608073,13.97638956705731
1,93,1160.5311227193693,677.5392098775724
1,94,492.6818912390507,17.266547000769435
1,95,519.8168189639136,25.869950067429272
1,96,492.28315528663427,17.87330421241552
1,97,486.2766170390168,21.6613826640168
1,98,1207.7000142726315,739.7071553859128
1,99,477.6907307017933,16.668513904918314
1,100,460.9534014892578,19.00796691894533
2,1,507.9410435205687,34.63885846197496
2,2,506.56673912968193,31.872586297650685
2,3,504.48443298893704,26.89022522526517
2,4,504.82078475403273,29.65299910950148
2,5,504.3407551459027,26.037349384183926
2,6,503.11365678728595,25.423196582207822
2,7,502.05421021607543,27.126811534434808
2,8,501.7380800456026,29.430493375680726
2,9,502.958138477781,28.51865483520288
2,10,500.86524991325405,26.989639561691547
2,11,500.4076310755365,26.80368820444272
2,12,501.9408044895204,29.101662643817292
2,13,502.5896664512586,26.538915718836734
2,14,500.74398087935015,29.116753096147022
2,15,501.5368549289988,27.826924509076946
2,16,501.76833235464323,30.34044539175261
2,17,1098.1731554309686,623.8275743762811
2,18,896.862527697333,424.34327110553613
2,19,606.6438561757406,132.79250729878743
2,20,819.1973555787595,389.98577720961885
2,21,489.6642699065032,28.87169788501882
2,22,488.86563702483676,23.117101868586758
2,23,489.43566213181947,24.299950461897595
2,24,489.35624355740015,25.37675136990015
2,25,492.1356521912177,21.253114349420798
2,26,490.8612110850575,26.54330947372938
2,27,490.67672256925215,25.708796543861524
2,28,1039.4331086811267,565.108004921361
2,29,779.9588285332711,319.7912259942086
2,30,930.89248357615,470.02077947458747
2,31,736.7736110170639,308.16734881003265
2,32,1084.7338883337313,611.1640030798251
2,33,856.3260402583596,396.0540065669534
2,34,483.4712012795841,25.537882187787204
2,35,483.41526669640524,23.22611874718649
2,36,483.8989812065573,23.64852344288545
2,37,484.1514158809886,21.321734484504248
2,38,726.4724628090586,264.11159244773046
2,39,719.9931345130657,268.40542699353443
2,40,481.6504083704065,22.7001825403284
2,41,860.6183291833923,396.16337312870485
2,42,478.99101771633497,26.03389491360059
2,43,929.2949150933159,475.20058525933155
2,44,483.69964054214904,27.150537758945916
2,45,1021.5952724370742,546.7931178960586
2,46,1021.8552524281197,554.0618564320259
2,47,946.2497986305762,478.8239258278418
2,48,1249.5835289886031,787.6502098968062
2,49,1171.3772639735841,700.9999141200685
2,50,1503.9639751687773,1034.6275799051054
2,51,1368.0496175665605,910.0484578985918
2,52,1549.0091345700882,1063.0664160642289
2,53,1586.2336082664697,1124.5256004539697
2,54,1467.4467013119831,990.8418429135456
2,55,1411.9543018470815,949.3455066810659
2,56,1514.3372982376857,1053.5093258255763
2,57,1514.7972956872536,1041.4446955895974
2,58,1530.7030132551838,1050.353678538387
2,59,1563.2119666176432,1093.4315711098307
2,60,1536.3609798976354,1061.7022579738073
2,61,1574.9339541148636,1106.6216067027542
2,62,1537.3335048360439,1067.437325636825
2,63,1516.3780786069012,1043.495205071745
2,64,1580.0980955384432,1106.366833331412
2,65,1566.2480744026802,1092.3672760628365
2,66,1619.78666064204,1149.3886503881338
2,67,1631.185008057511,1166.111796387589
2,68,1664.9081346074254,1190.3327561894566
2,69,1637.647167526913,1170.2189753882412
2,70,1843.9918750709212,1376.9931568092024
2,71,1717.825997651513,1242.929269135888
2,72,1711.99093361879,1247.9904148199619
2,73,1613.7014185068558,1141.657045948262
2,74,1517.5371220846737,1070.7540715475643
2,75,1495.2060973464802,1040.438000422652
2,76,1496.4130172237274,1037.6593245967742
2,77,1481.4962159120946,1029.3465577089696
2,78,1461.9571289654118,1019.3438477154118
2,79,1496.0059698328398,1039.8242071375273
2,80,1365.2906042228406,898.9204565177624
2,81,1535.1467800832818,1086.1293240285943
2,82,1178.2987151068912,722.1560149115787
2,83,1227.567530882549,764.7609818102833
2,84,1167.863871032446,705.049662048071
2,85,1285.7856820643633,821.066382747957
2,86,1135.2093514618196,678.1930550751008
2,87,1066.8022462039219,619.5316773562656
2,88,1175.3692268925672,732.5660042363172
2,89,1043.9352918656846,595.9188428910752
2,90,1191.4166656184093,739.5755096125499
2,91,1056.7891662685856,606.5467041103825
2,92,1080.06826357408,643.8863482908769
2,93,1102.2524692859452,661.1604587878983
2,94,1072.6540900678388,635.704932352995
2,95,1073.3688012946143,613.7516443121924
2,96,1147.6127163140266,686.4023586480109
2,97,1098.4063711702154,666.038115554981
2,98,531.5395115443638,21.05806623186379
2,99,481.82633633083765,8.671947903103273
2,100,530.716146963614,19.739920156973426
3,1,502.77053330161357,24.465021827004193
3,2,500.6098462170317,27.283887965078577
3,3,500.2248025977093,34.24256382817805
3,4,499.30678811739665,32.007685334193525
3,5,498.2188574337265,30.570877697398373
3,6,498.239669453014,29.38014186512339
3,7,498.40013061290034,33.27964721446284
3,8,497.12560096153845,24.519613412710328
3,9,492.33186775125483,26.29265266336421
3,10,497.35045782235954,25.71773687509392
3,11,492.9250028493866,25.226302898214726
3,12,490.9781758347603,22.371974662885293
3,13,495.27271401583573,24.93476235567948
3,14,491.282693893845,19.43137553447002
3,15,1579.1164192628744,1108.5224861574056
3,16,495.25736096920537,25.12555554928349
3,17,489.2824990234375,20.86068505859373
3,18,488.6076091044658,18.36963303024703
3,19,1346.4667097740898,872.7770735436211
3,20,490.54539305658824,21.45011717768199
3,21,488.55255406629044,21.068209583868565
3,22,1253.2886915618299,785.6282301360486
3,23,487.41932274829384,24.668987054934462
3,24,487.6339389601358,21.492917231620197
3,25,488.29569597141716,19.644664477276535
3,26,488.3140207791518,25.76003518344868
3,27,1366.1401226758007,883.949509882832
3,28,486.36177907964236,20.256035671439236
3,29,486.36152110380283,22.49823985380283
3,30,1105.0171502258063,645.8033440734625
3,31,1101.4898683404647,641.350555596324
3,32,1238.4075510510659,768.9830820569252
3,33,482.47788738789365,28.30305218281552
3,34,484.818231272143,24.827661203783634
3,35,485.58039630443255,25.28947223216693
3,36,892.5876481433584,430.21191572148336
3,37,485.94269043902364,26.805422372617386
3,38,482.52551357902615,24.156800200119903
3,39,957.7242967958804,496.80202506736475
3,40,859.9298846092059,405.31953304670594
3,41,743.8631930401806,281.49350309877434
3,42,1088.945150918717,610.8038850495764
